Date,btc_price,btc_volume,eth_price,eth_volume,bnb_price,bnb_volume,sol_price,sol_volume,xrp_price,xrp_volume,ada_price,ada_volume,avax_price,avax_volume,doge_price,doge_volume,dot_price,dot_volume,trx_price,trx_volume
,BTC-USD,BTC-USD,ETH-USD,ETH-USD,BNB-USD,BNB-USD,SOL-USD,SOL-USD,XRP-USD,XRP-USD,ADA-USD,ADA-USD,AVAX-USD,AVAX-USD,DOGE-USD,DOGE-USD,DOT-USD,DOT-USD,TRX-USD,TRX-USD
2022-09-07,19290.32421875,35239757134,1629.9063720703125,19560363854,278.7613220214844,963734560,32.71091842651367,779212909,0.3373669981956482,1128804315,0.4792819917201996,693147052,19.032773971557617,298559964,0.061103999614715576,324781387,7.198486804962158,352829091,0.06181899830698967,399831007
2022-09-08,19329.833984375,32194477850,1635.34765625,17621046717,280.5774841308594,870477242,33.608646392822266,978070646,0.34024500846862793,1065222913,0.4792740046977997,647768733,19.123456954956055,314399498,0.06097700074315071,268099702,7.390428066253662,371232846,0.06122799962759018,455218021
2022-09-09,21381.15234375,48469528171,1719.08544921875,20242323690,293.4071350097656,1139680146,34.73976516723633,1186140934,0.3575170040130615,1487790472,0.5029199719429016,858927416,20.400781631469727,425890549,0.06401800364255905,487988732,7.770864963531494,495582524,0.0634159967303276,462054727
2022-09-10,21680.5390625,36913738894,1776.2037353515625,13130928217,296.96905517578125,851195253,35.12672805786133,731145106,0.357681006193161,851397394,0.5124220252037048,995666468,20.497501373291016,365215814,0.06477600336074829,413101249,7.78572416305542,312935484,0.06466899812221527,425003560
2022-09-11,21769.255859375,34493951963,1761.800048828125,12464301922,295.161865234375,700835025,34.96596145629883,757216096,0.355118989944458,650515883,0.5097519755363464,705305295,20.658855438232422,314321780,0.06371399760246277,327741964,7.698151111602783,275936800,0.06409800052642822,359330842
2022-09-12,22370.44921875,50212088965,1713.7652587890625,17688391310,293.6587219238281,998624528,37.4241828918457,1701399970,0.3594450056552887,1077587297,0.5015460252761841,856809100,21.348209381103516,729872503,0.06390500068664551,383630739,7.6618452072143555,479107652,0.06382299959659576,430598942
2022-09-13,20296.70703125,51091116622,1580.7879638671875,23066821734,277.5769348144531,1136956066,33.430816650390625,1785181627,0.3336920142173767,1443625685,0.4688810110092163,1004511415,19.06827163696289,677722677,0.06012900173664093,461644993,7.134012222290039,478905956,0.06109600141644478,408384338
2022-09-14,20241.08984375,37872380889,1634.7550048828125,17897150206,279.3858642578125,956413768,34.09157180786133,1003604224,0.3420819938182831,1227835854,0.4813759922981262,737527013,19.120759963989258,416816640,0.06117299944162369,369554274,7.20316219329834,318044357,0.061608001589775085,348252168
2022-09-15,19701.2109375,36389011503,1471.6934814453125,26946275878,270.806884765625,1080164338,33.04768371582031,1139377803,0.32633501291275024,1521572444,0.4656440019607544,685227625,18.186092376708984,503156220,0.05879100039601326,327176374,6.926549911499023,372919866,0.06125300005078316,397542060
2022-09-16,19772.583984375,30123362273,1432.44775390625,16764804299,274.6545715332031,803452434,32.208858489990234,765952525,0.356687992811203,1375977237,0.47412601113319397,558761609,18.056598663330078,443881513,0.060423001646995544,247011315,6.896842956542969,303068671,0.061292000114917755,351830909
2022-09-17,20127.576171875,24957448100,1469.74169921875,10798098671,279.24932861328125,560951664,33.75077819824219,501302380,0.3770039975643158,1621592330,0.4871560037136078,511814025,18.483089447021484,250641852,0.062210001051425934,209604119,7.063626766204834,211894290,0.06228800117969513,262000923
2022-09-18,19419.505859375,31254779144,1335.3291015625,15762284723,266.31317138671875,789437105,31.05985450744629,694870049,0.35832300782203674,2485765138,0.4471859931945801,677522389,16.732431411743164,458049291,0.05751999840140343,265405124,6.4452362060546875,319664458,0.06087600067257881,313019265
2022-09-19,19544.12890625,40177002624,1377.5413818359375,18712714223,272.06982421875,1074224923,32.685302734375,971182780,0.38707301020622253,2788638051,0.4535039961338043,776470650,17.304716110229492,390780822,0.058612000197172165,301268389,6.396911144256592,408868281,0.06033499911427498,403942833
2022-09-20,18890.7890625,36791346508,1324.38818359375,14722317220,266.3695983886719,845702947,31.433040618896484,819978937,0.41518300771713257,3912067532,0.44189900159835815,544680283,16.66739845275879,349506007,0.058416999876499176,294929293,6.280214786529541,275237081,0.059748001396656036,353093809
2022-09-21,18547.400390625,46363793975,1252.6077880859375,20643507800,264.7920837402344,1057177278,30.826377868652344,1193686258,0.3968279957771301,3401100359,0.4411590099334717,1223771049,16.61811637878418,435313782,0.05740400031208992,406017754,6.155726909637451,412208152,0.05919399857521057,431504689
2022-09-22,19413.55078125,41135767926,1327.68017578125,18461527259,275.5002746582031,843345381,32.408905029296875,833702543,0.48510101437568665,4916275588,0.4589659869670868,762487961,17.690845489501953,285215305,0.059599000960588455,241738855,6.4477949142456055,268433529,0.06026000156998634,359264471
2022-09-23,19297.638671875,38896078052,1328.259521484375,18771106339,276.6262512207031,869618433,33.6766357421875,982495447,0.5071709752082825,7798770582,0.4618209898471832,1025328778,17.959775924682617,277003761,0.06333599984645844,704823247,6.438068866729736,353107767,0.060446999967098236,376538249
2022-09-24,18937.01171875,26149643168,1317.9932861328125,12098209717,275.1353759765625,818302597,33.462650299072266,872691785,0.4887160062789917,3512953969,0.45159998536109924,582129449,17.623594284057617,171338755,0.06323400139808655,969527521,6.278332233428955,209263165,0.05987099930644035,300528950
2022-09-25,18802.09765625,23359966112,1294.216796875,11802651633,274.0612487792969,640533920,32.33536148071289,610529879,0.49262699484825134,3422191941,0.4461880028247833,528836100,17.33123016357422,140488260,0.06115199998021126,367453955,6.201147079467773,194186485,0.05972699820995331,267696551
2022-09-26,19222.671875,44148798321,1335.3201904296875,16034549271,275.9278564453125,716989161,33.88055419921875,936313674,0.4676780104637146,2916387564,0.4467569887638092,630690579,17.542062759399414,188906812,0.06108900159597397,323710024,6.550901889801025,390906165,0.05954800173640251,378865177
2022-09-27,19110.546875,58571439619,1330.127685546875,17870598937,272.40155029296875,927431127,32.75012969970703,1223724195,0.4487760066986084,2838537511,0.44189000129699707,683067297,17.30769157409668,345407005,0.06060900166630745,337427597,6.384195804595947,342136251,0.05940999835729599,347069034
2022-09-28,19426.720703125,53071298734,1337.410888671875,18994979566,281.7812194824219,857467325,33.23543930053711,998520503,0.4506720006465912,2670489294,0.4372900128364563,618645006,17.25748634338379,257684562,0.06062300130724907,277399298,6.393946170806885,276375830,0.05959499999880791,350944981
2022-09-29,19573.05078125,41037843771,1335.65234375,13796915736,283.7890319824219,800888080,33.952449798583984,951223921,0.4854170083999634,3292742359,0.4381699860095978,533583651,17.3486385345459,207582338,0.06072799861431122,229157795,6.432816028594971,287031349,0.0610320009291172,425995005
2022-09-30,19431.7890625,43975248085,1327.9786376953125,14250100093,284.1922912597656,905481572,33.21244430541992,1210784941,0.47977399826049805,3780354931,0.43441399931907654,562475136,17.196197509765625,279674593,0.06165299937129021,369084722,6.315189838409424,325171014,0.061014000326395035,450033099
2022-10-01,19312.095703125,18719537670,1311.6444091796875,6227961237,282.8719177246094,593375648,32.46939468383789,572976679,0.4751099944114685,1544057825,0.4302929937839508,317805815,16.970863342285156,134160561,0.06062699854373932,347895211,6.272256851196289,177864861,0.060474999248981476,292352772
2022-10-02,19044.107421875,20765955327,1276.093505859375,7578351650,284.43310546875,556343468,32.05569839477539,532211084,0.44885000586509705,1524148633,0.41963300108909607,404886268,16.53337860107422,171162154,0.05928799882531166,198168354,6.163300037384033,200153796,0.060878999531269073,388404433
2022-10-03,19623.580078125,30484729489,1323.439208984375,10153070907,287.031982421875,700566674,32.967620849609375,633204077,0.4628790020942688,1852548565,0.42799800634384155,454947649,17.16819190979004,204748173,0.06038400158286095,195766522,6.379696846008301,230762899,0.06139399856328964,318156914
2022-10-04,20336.84375,35887278685,1362.1265869140625,10139774963,296.2984619140625,794566055,34.12247085571289,717157069,0.4801740050315857,2192220219,0.43576499819755554,443212603,17.440378189086914,174779832,0.06596200168132782,826424315,6.494706153869629,201625888,0.06232000142335892,302584824
