Date,btc_price,btc_vol_M,eth_price,eth_vol_M,bnb_price,bnb_vol_M,sol_price,sol_vol_M,xrp_price,xrp_vol_M,ada_price,ada_vol_M,avax_price,avax_vol_M,doge_price,doge_vol_M,dot_price,dot_vol_M,trx_price,trx_vol_M
2025-08-21,112419.03125,57817.88,4223.2099609375,33618.36,839.0408325195312,2849.0,180.28062438964844,5379.11,2.8504741191864014,4660.6,0.8510209918022156,1294.03,22.77045440673828,402.64,0.2147489935159683,2146.37,3.7936270236968994,186.02,0.3535409867763519,1095.35
2025-08-22,116874.0859375,82528.09,4831.3486328125,75965.52,898.7745361328125,3534.04,200.6474456787109,10256.42,3.075773000717163,10060.5,0.9299209713935852,2834.7,25.23882293701172,1050.51,0.2405900061130523,4553.8,4.175912857055664,509.08,0.3664149940013885,1500.76
2025-08-23,115374.328125,55377.14,4776.09033203125,36503.62,880.046142578125,2470.65,203.93673706054688,7845.4,3.0462141036987305,4711.87,0.9131330251693726,1485.86,26.21869468688965,1233.46,0.2360090017318725,2633.51,4.226393222808838,342.85,0.3622739911079407,965.71
2025-08-24,113458.4296875,73961.49,4779.6474609375,52405.0,876.0802001953125,2909.07,205.8523712158203,11456.99,3.0258688926696777,6414.07,0.9096069931983948,2134.09,25.72537612915039,898.45,0.231797993183136,3243.61,4.109203815460205,418.51,0.3615399897098541,1241.75
2025-08-25,110124.3515625,85706.86,4372.98779296875,63936.16,840.1719360351562,3300.48,187.2784423828125,13048.25,2.861272096633911,7446.59,0.8376330137252808,2362.23,23.379615783691406,940.44,0.2098239958286285,3601.94,3.735976934432984,499.63,0.3420509994029999,1781.68
2025-08-26,111802.65625,69396.32,4600.4267578125,53829.75,863.6304931640625,2609.86,195.90509033203125,8032.12,3.0122179985046387,7015.04,0.8666830062866211,1410.12,24.180391311645508,618.66,0.2184650003910064,2273.43,3.888247966766357,293.07,0.3519720137119293,1384.96
2025-08-27,111222.0625,62137.06,4503.39306640625,43509.9,855.6463012695312,2391.19,202.92337036132807,12883.12,2.966618061065674,6656.26,0.8501560091972351,1323.72,24.42285919189453,776.3,0.2189189940690994,2291.32,3.834171056747437,276.13,0.3450500071048736,1069.29
2025-08-28,112544.8046875,58860.16,4507.177734375,36045.27,874.3660278320312,2744.32,214.4056396484375,12079.04,2.967094898223877,5961.28,0.8577499985694885,1202.93,24.89027976989746,632.23,0.2243400067090988,1900.71,3.980490922927856,388.25,0.3449540138244629,828.05
2025-08-29,108410.8359375,77843.38,4360.15283203125,46899.99,863.2765502929688,2614.51,205.22000122070312,14055.05,2.8219571113586426,8455.15,0.8271369934082031,1678.14,23.575597763061523,845.04,0.2140350043773651,2575.99,3.77691102027893,462.38,0.3388369977474212,1248.43
2025-08-30,108808.0703125,51486.26,4374.1533203125,25883.11,862.4039916992188,2030.97,202.86013793945312,5828.7,2.818186044692993,3786.86,0.8224049806594849,795.99,23.78620147705078,319.31,0.2159799933433532,1092.66,3.810158014297485,194.36,0.3391450047492981,579.44
2025-08-31,108236.7109375,47986.19,4390.01904296875,26683.04,857.8167724609375,1741.12,200.8635406494141,5029.0,2.7766408920288086,3292.99,0.8113610148429871,686.4,23.406009674072266,293.42,0.2138150036334991,1044.73,3.74202299118042,234.74,0.3408119976520538,527.78
2025-09-01,109250.59375,66870.37,4314.47021484375,37530.75,845.8262939453125,2756.61,197.10833740234372,7253.33,2.753695011138916,8041.45,0.8001859784126282,1560.96,23.1831169128418,736.01,0.2102539986371994,2726.79,3.689126968383789,374.58,0.3370850086212158,974.04
2025-09-02,111200.5859375,74777.0,4325.36572265625,39884.69,851.7772216796875,2385.43,209.4815368652344,8625.2,2.861859083175659,7493.68,0.8345810174942017,1225.76,24.452800750732425,744.15,0.214818000793457,2083.07,3.8170011043548575,258.69,0.3380149900913238,967.91
2025-09-03,111723.2109375,61119.64,4450.38916015625,35260.87,855.2587890625,1915.35,210.74630737304688,6966.45,2.8448948860168457,4435.44,0.8365300297737122,873.95,25.17866325378418,758.96,0.2205599993467331,1806.35,3.8643898963928223,202.49,0.3407920002937317,699.11
2025-09-04,110723.6015625,60131.13,4298.744140625,34919.8,843.802978515625,1915.01,202.5601806640625,5241.89,2.795828104019165,4856.49,0.8098869919776917,865.78,24.23689079284668,507.79,0.2124769985675811,1600.51,3.7666831016540527,192.0,0.3346959948539734,830.83
2025-09-05,110650.984375,60241.65,4306.98876953125,44163.74,849.979248046875,2025.14,203.4985198974609,7780.09,2.816247940063477,6912.1,0.8310689926147461,1262.81,24.47858238220215,658.9,0.2179040014743805,2429.31,3.82886004447937,257.9,0.3312709927558899,1062.03
2025-09-06,110224.6953125,21500.72,4274.2421875,18108.25,861.7720947265625,1992.25,200.24630737304688,3057.21,2.810854911804199,2098.51,0.8184509873390198,579.15,24.382219314575195,268.5,0.2158859968185424,1195.53,3.8251469135284415,148.03,0.3149090111255646,1336.98
2025-09-07,111167.6171875,24618.01,4305.34765625,17426.78,880.613037109375,1996.38,206.4681854248047,4153.17,2.8785619735717773,3861.21,0.8350589871406555,719.4,24.69254875183105,334.44,0.2284429967403412,1913.78,3.9948670864105225,355.08,0.3309090137481689,1661.73
2025-09-08,112071.4296875,40212.81,4308.072265625,32277.14,878.2759399414062,2289.02,214.1864013671875,10019.37,2.9704010486602783,6130.01,0.8650529980659485,1398.02,25.272720336914062,625.45,0.2418809980154037,3729.0,4.045086860656738,360.86,0.3313120007514953,857.7
2025-09-09,111530.546875,45984.48,4309.04150390625,30703.32,880.0150146484375,1795.17,217.2506866455078,8798.69,2.9466140270233154,5916.48,0.8650320172309875,1730.02,25.93682289123535,907.86,0.240689992904663,4216.67,4.139011859893799,419.42,0.3350360095500946,969.25
2025-09-10,113955.359375,56377.47,4349.14599609375,39521.37,893.5665893554688,2868.65,223.9869079589844,9070.26,2.98170804977417,4335.35,0.8846880197525024,1204.17,29.427661895751957,1786.69,0.2453950047492981,2829.95,4.21365213394165,354.55,0.3383849859237671,675.16
2025-09-11,115507.5390625,45685.07,4461.2333984375,35959.21,902.9833374023438,2250.55,228.7561798095703,9580.82,3.0409340858459477,5308.93,0.8942080140113831,1307.05,29.175559997558597,1099.17,0.2556580007076263,3760.66,4.241763114929199,292.49,0.3464440107345581,946.85
2025-09-12,116101.578125,54785.73,4715.24609375,43839.75,925.0307006835938,2648.1,242.30328369140625,13008.62,3.1076419353485107,6243.31,0.9170870184898376,1586.14,28.978519439697266,882.38,0.2754279971122741,4643.52,4.320271968841553,299.4,0.3526299893856048,830.46
2025-09-13,115950.5078125,34549.45,4668.1796875,34843.85,933.899658203125,2744.19,242.5959014892578,7478.58,3.121467113494873,5576.96,0.929843008518219,2205.81,30.040700912475582,1504.15,0.289463996887207,9024.89,4.500833034515381,501.1,0.3498130142688751,761.09
2025-09-14,115407.65625,32798.04,4609.59765625,28394.16,927.24169921875,2338.33,240.5576934814453,9358.19,3.032525062561035,4780.19,0.8889909982681274,1388.61,29.49125862121582,1011.9,0.2785899937152862,5708.23,4.322048187255859,283.18,0.3485850095748901,653.75
2025-09-15,115444.875,52937.86,4526.8203125,40224.06,919.97021484375,2475.85,234.3575592041016,10017.74,2.9971089363098145,6168.35,0.8635079860687256,1947.62,29.844894409179688,1233.42,0.2686299979686737,5721.39,4.152833938598633,339.04,0.3448480069637298,920.86
2025-09-16,116843.1875,45781.74,4503.564453125,32761.5,955.7125854492188,3101.25,236.9895782470703,7521.21,3.038494110107422,4790.7,0.8806899785995483,1267.36,30.081283569335938,1106.07,0.269771009683609,4384.1,4.255425930023193,324.44,0.3424769937992096,820.93
2025-09-17,116468.5078125,60528.03,4592.7333984375,44120.9,990.3097534179688,3641.64,244.85745239257807,10420.75,3.084991931915283,6464.94,0.9130920171737672,1875.28,31.76580047607422,1189.24,0.2824639976024627,4837.07,4.400455951690674,348.63,0.3434329926967621,983.89
2025-09-18,117137.203125,49457.27,4589.9189453125,33497.26,981.835205078125,3741.25,247.6371307373047,9258.65,3.0762689113616943,6370.72,0.9253559708595276,2009.67,35.23206329345703,2214.64,0.278779000043869,4420.24,4.53749418258667,449.68,0.3505110144615173,941.5
